Employer_No,Cash_Received_Date,Total_Amt
100986,2017-12-19,6250.36
100889,2018-03-21,1003.47
100874,2017-12-28,1295.42
100886,2017-12-27,571.8
100710,2018-05-02,3366.0
100628,2018-02-01,14408.33
100431,2018-02-12,1501.76
100161,2018-07-11,1260.73
100161,2018-09-12,1567.23
100348,2018-12-10,534.28
100348,2018-12-10,265.94
100724,2018-12-10,241.87
100724,2018-12-10,241.87
100724,2018-12-10,241.87
100348,2018-12-10,64.03
100348,2018-12-11,320.82
100348,2018-12-11,171.0
100292,2018-08-06,1075.0
100302,2018-08-06,100.38
100810,2018-10-31,747.08
100161,2018-11-12,1671.65
100236,2018-05-08,340.86
100236,2018-05-08,3144.2
100236,2018-05-08,150.48
100013,2017-07-28,1913.68
100170,2019-01-07,506.09
100168,2017-07-03,173.47
100554,2018-09-03,605.63
100168,2018-06-08,700.08
100292,2018-06-08,820.0
100244,2018-10-08,1702.26
100852,2018-11-19,259.0
100966,2018-10-08,1687.07
100339,2018-08-01,104.72
100724,2017-07-04,988.24
100244,2018-06-27,375.72
100874,2017-07-14,1377.03
100501,2018-06-08,2922.25
100168,2018-07-06,217.36
100724,2018-07-06,241.87
100724,2018-07-06,301.72
100724,2018-07-06,342.95
100168,2018-07-06,511.07
100724,2018-05-03,335.73
100724,2018-05-03,335.73
100724,2018-05-03,335.73
100957,2018-05-22,724.32
100348,2018-09-12,221.27
100348,2018-04-13,452.2
100724,2018-11-16,241.87
100501,2017-10-06,2263.21
100724,2017-10-03,1322.97
100175,2017-09-19,300.96
100852,2017-09-22,656.0
100660,2017-11-01,26.41
100788,2018-06-22,2214.09
100203,2018-04-09,6607.29
100203,2018-02-06,7326.08
100735,2017-10-10,282.51
100986,2017-10-11,5309.01
100889,2017-12-20,1159.7
100874,2017-10-09,995.22
100886,2017-10-26,373.57
100175,2017-10-10,515.28
100175,2017-07-03,570.0
100852,2017-07-04,364.0
100431,2017-08-09,1501.76
100886,2018-06-21,571.8
100175,2018-06-08,1477.44
100852,2018-09-04,260.0
100168,2018-05-18,704.64
100203,2017-10-26,6984.33
100872,2017-10-04,1068.73
100788,2018-05-21,2159.45
100175,2018-05-17,1084.05
100852,2018-09-04,170.0
100348,2017-10-23,737.74
100348,2017-10-23,553.61
100348,2017-10-23,138.82
100348,2017-10-23,59.38
100496,2018-02-01,988.0
100175,2018-01-03,667.28
100852,2017-12-20,466.0
100774,2018-01-19,25748.96
100643,2018-01-18,1938.0
100013,2018-12-20,1913.68
100161,2018-12-12,1236.82
100986,2017-12-19,639.4
100292,2017-12-27,1025.0
100348,2018-12-10,602.3
100292,2018-11-29,14302.0
100774,2017-11-23,21922.63
100162,2018-03-23,431.82
100810,2018-01-24,627.76
100810,2018-01-24,1823.29
100810,2018-12-03,1081.02
100788,2017-12-14,2557.66
100348,2017-12-14,505.4
100348,2018-06-13,539.6
100348,2018-06-13,214.99
100348,2018-06-13,190.0
100348,2018-06-13,407.36
100636,2018-12-10,367.0
100874,2018-12-19,972.42
100735,2018-12-04,347.73
100175,2018-12-14,1949.93
100788,2018-12-27,1790.36
100886,2018-12-24,381.2
100348,2018-07-02,320.15
100348,2018-07-02,276.81
100162,2018-07-02,277.69
100554,2018-02-14,2122.3
100501,2018-02-12,1544.3
100724,2018-02-02,1160.06
100203,2018-04-09,4520.21
100986,2018-02-20,5285.08
100889,2018-03-28,1439.28
100788,2018-02-21,2145.24
100889,2018-07-25,1439.28
100874,2018-07-16,1854.88
100872,2018-07-06,1123.57
100889,2017-11-29,927.76
100874,2017-09-25,1188.7
100168,2018-05-18,493.24
100966,2018-10-08,678.68
100788,2018-09-03,3585.02
100348,2018-09-12,407.36
100348,2018-09-12,574.7
100348,2018-09-12,664.34
100348,2018-09-12,527.02
100501,2018-08-27,2070.0
100440,2018-11-22,1186.03
100168,2018-10-12,584.44
100168,2018-10-12,152.0
100168,2018-10-12,584.44
100168,2018-10-12,725.16
100724,2018-09-07,241.87
100724,2018-09-07,241.87
100724,2018-09-07,241.87
100168,2018-09-07,730.55
100168,2018-09-07,730.55
100168,2018-09-07,633.84
100810,2018-11-08,526.49
100348,2018-09-12,272.81
100168,2018-09-07,1140.56
100670,2018-10-12,1115.68
100710,2018-05-07,3185.26
100788,2017-10-20,2788.49
100496,2017-11-14,988.0
100852,2017-09-22,404.0
100958,2017-12-01,2362.49
100554,2017-08-31,3912.54
100628,2017-08-03,30072.09
100889,2018-06-15,1799.1
100788,2018-04-23,2155.05
100554,2018-08-28,484.5
100636,2018-06-01,800.0
100175,2018-04-18,2024.07
100168,2017-08-04,190.19
100501,2018-05-17,2337.8
100203,2018-06-28,6108.43
100636,2018-06-01,800.0
100735,2018-05-08,407.57
100636,2018-09-18,1254.0
100874,2018-09-04,1650.63
100886,2018-08-28,381.2
100594,2018-10-05,584.61
100162,2018-12-07,750.64
100292,2018-10-09,17877.5
100852,2018-11-19,259.0
100710,2018-11-15,3365.5
100348,2018-10-16,571.1
100348,2018-10-16,562.4
100348,2018-10-16,220.03
100724,2018-10-19,241.87
100724,2018-10-19,241.87
100724,2018-10-19,241.87
100810,2018-10-19,467.97
100636,2017-09-08,300.0
100774,2017-10-27,800.0
100787,2017-08-04,598.31
100787,2017-08-04,598.31
100787,2017-08-04,504.45
100787,2017-08-04,605.44
100787,2017-08-04,605.44
100787,2017-08-04,605.44
100787,2017-08-04,605.44
100787,2017-08-04,605.44
100787,2017-08-04,605.44
100787,2017-08-04,605.44
100872,2017-10-04,1004.85
100236,2018-11-30,1712.39
100236,2018-11-30,41.11
100724,2018-11-16,241.87
100724,2018-11-16,241.87
100724,2018-11-16,241.87
100724,2018-11-16,241.87
100168,2018-11-16,378.48
100168,2018-11-16,584.44
100348,2017-12-14,47.5
100348,2017-12-14,407.36
100013,2018-09-20,956.84
100724,2018-06-06,335.73
100735,2018-06-05,326.06
100788,2018-06-21,2154.45
100628,2017-11-02,27984.49
100986,2017-08-15,5057.44
100168,2019-01-07,259.16
100168,2019-01-07,898.66
100236,2018-03-23,3149.74
100236,2018-03-23,737.15
100236,2018-03-23,238.64
100236,2018-03-23,3264.82
100986,2017-08-15,205.36
100295,2018-11-19,274.28
100886,2017-07-26,368.48
100496,2017-08-03,741.0
100628,2018-05-02,7651.4
100889,2017-07-03,901.96
100852,2017-07-04,449.0
100203,2017-07-03,755.14
100735,2017-11-07,351.98
100872,2018-01-04,1890.88
100501,2018-02-12,3218.47
100724,2018-01-09,1342.92
100203,2018-04-09,6833.5
100292,2017-12-27,16631.25
100903,2018-02-15,355.62
100788,2018-01-19,3020.35
100175,2018-01-09,941.64
100852,2017-12-20,353.0
100774,2018-02-05,32657.63
100958,2018-01-30,2368.75
100292,2018-10-09,1075.0
100735,2018-08-07,438.07
100431,2018-11-06,1501.76
100724,2018-09-07,241.87
100496,2017-08-03,1235.0
100852,2018-04-16,189.0
100735,2017-08-08,246.8
100554,2018-01-11,2098.08
100889,2017-12-20,927.76
100874,2017-12-28,1465.38
100788,2017-11-20,2581.17
100175,2017-11-06,521.36
100852,2017-12-20,374.0
100724,2018-07-06,282.53
100787,2017-08-04,598.31
100957,2018-09-14,433.71
100013,2018-10-19,956.84
100302,2018-10-31,7693.1
100292,2018-09-07,15162.0
100810,2018-09-25,708.42
100348,2018-02-14,152.0
100292,2018-03-08,15068.0
100903,2018-06-04,268.6
100348,2017-09-21,348.23
100168,2017-09-01,150.06
100636,2018-12-10,367.0
100501,2018-11-06,2252.24
100292,2017-09-28,14340.0
100903,2017-10-27,285.86
100348,2017-08-14,348.79
100348,2017-08-14,58.87
100348,2017-08-14,477.14
100013,2017-10-20,1067.22
100774,2017-09-26,33721.49
100903,2017-07-27,543.19
100168,2018-12-21,1461.1
100724,2018-06-06,335.73
100810,2017-07-26,42.75
100724,2018-06-06,335.73
100724,2018-06-06,335.73
100168,2017-09-01,690.96
100874,2018-02-27,1476.78
100886,2018-02-26,355.78
100161,2018-04-11,119.28
100302,2018-08-06,5451.15
100168,2018-03-09,853.48
100013,2017-08-21,956.84
100292,2017-08-14,18181.25
100957,2018-01-02,103.88
100168,2019-01-07,876.66
100724,2018-12-10,241.87
100168,2018-12-21,898.19
100348,2018-05-14,508.73
100348,2018-05-14,212.5
100348,2018-05-14,432.82
100724,2018-04-04,213.99
100724,2018-04-04,234.65
100724,2018-04-04,234.65
100244,2018-05-11,1474.68
100236,2017-11-20,3909.34
100724,2018-04-11,295.12
100724,2018-04-11,335.73
100724,2018-04-11,335.73
100724,2018-04-11,335.73
100348,2018-04-13,305.52
100236,2018-04-11,3804.8
100348,2018-04-13,185.45
100292,2017-12-11,820.0
100509,2017-08-04,565.15
100044,2018-03-16,467.4
100297,2018-05-11,352.62
100396,2018-05-10,8500.0
100404,2017-10-20,2251.99
100390,2017-11-27,7567.05
100509,2017-10-27,448.3
100404,2019-01-04,866.24
100297,2018-12-07,397.97
100432,2018-02-02,678.0
100404,2017-11-21,2220.76
100509,2017-12-01,492.35
100881,2018-06-29,6452.77
100076,2018-06-29,1795.55
100438,2017-07-25,2223.77
100932,2017-09-08,594.39
100365,2017-10-06,157.49
100187,2018-09-17,205.2
100396,2018-08-07,9400.0
100505,2018-09-17,351.5
100590,2018-06-07,2175.52
100406,2018-04-16,2547.9
100083,2018-03-19,780.0
100406,2018-11-21,3437.63
100521,2018-12-15,820.0
100723,2018-11-13,100.5
100141,2017-10-20,1995.0
100438,2017-11-14,2274.36
100324,2017-09-15,515.16
100444,2017-11-14,341.89
100390,2017-07-03,227.87
100254,2017-11-06,403.57
100432,2018-05-30,825.0
100367,2019-01-03,831.1
100254,2017-10-05,723.95
100254,2017-10-05,422.37
100404,2018-05-22,1981.85
100390,2018-06-19,125.63
100509,2018-05-23,649.73
100324,2017-08-08,515.16
100044,2017-09-06,465.69
100083,2017-08-07,562.0
100105,2017-12-13,555.92
100505,2018-08-13,486.07
100404,2018-09-27,805.06
100367,2018-10-03,624.23
100404,2018-08-28,1181.19
100105,2018-08-23,555.92
100723,2018-09-12,80.4
100404,2018-02-26,1838.72
100509,2018-03-12,513.43
100390,2018-11-14,6371.9
100404,2017-09-25,2354.97
100390,2017-10-24,891.97
100705,2017-12-08,1104.42
100390,2017-09-25,164.8
100390,2018-11-14,193.62
100404,2018-06-26,1850.13
100390,2017-12-27,263.19
100509,2018-02-01,520.84
100324,2018-02-05,515.16
100324,2018-04-03,546.07
100461,2017-10-04,1505.76
100286,2017-12-07,5112.9
100390,2018-05-16,501.79
100509,2018-05-02,638.9
100881,2017-12-29,2552.34
100076,2018-02-06,3465.82
100705,2018-03-16,748.24
100105,2017-12-21,555.92
100932,2018-03-05,652.34
100444,2018-03-06,543.48
100187,2018-01-24,283.86
100881,2017-12-29,1753.92
100076,2017-12-06,2513.78
100324,2017-12-11,772.74
100141,2018-03-06,2493.75
100105,2017-12-21,555.92
100932,2018-03-05,652.33
100406,2018-01-03,3408.72
100410,2018-05-17,166.44
100044,2018-02-15,231.99
100505,2018-05-15,436.0
100404,2018-08-13,1181.19
100183,2018-12-17,6660.0
100105,2018-12-05,555.92
100390,2018-11-14,283.01
100297,2018-02-12,447.77
100404,2018-03-26,1827.33
100390,2018-03-20,304.95
100166,2018-07-20,346.37
100076,2018-11-09,3115.96
100521,2018-10-18,901.0
100105,2017-09-07,555.92
100183,2017-07-05,5540.0
100521,2017-07-20,870.0
100396,2017-07-11,8250.0
100105,2017-09-07,555.92
100044,2018-05-10,587.24
100183,2018-06-13,7880.0
100521,2018-07-05,934.0
100932,2018-08-08,652.0
100324,2017-10-30,515.16
100297,2018-07-09,379.05
100509,2018-08-14,657.14
100297,2018-08-10,376.88
100404,2018-08-31,1570.3
100297,2018-09-11,480.28
100396,2018-09-07,13565.0
100390,2018-03-20,162.18
100183,2017-10-11,6300.0
100521,2017-10-25,616.0
100324,2017-10-02,515.16
100505,2017-09-12,431.06
100141,2017-10-20,2495.0
100044,2017-09-18,550.05
100083,2017-10-30,865.0
100509,2018-04-17,618.42
100572,2017-10-19,518.95
100438,2017-10-16,2940.84
100183,2018-08-06,8540.0
100521,2018-07-24,832.0
100044,2018-07-02,558.0
100705,2017-07-12,1134.0
100410,2017-07-24,361.0
100521,2018-04-17,649.0
100881,2018-03-20,1533.2
100532,2018-03-21,363.38
100932,2018-05-03,652.33
100509,2018-11-08,633.6
100254,2018-12-07,549.1
100827,2018-12-06,238.77
100105,2017-12-13,555.92
100723,2017-09-26,306.0
100932,2017-11-13,536.37
100518,2017-10-25,956.33
100408,2017-11-21,381.28
100410,2017-10-17,451.25
100444,2017-11-14,613.54
100083,2017-08-07,780.0
100444,2017-07-27,599.82
100507,2017-07-03,848.88
100254,2018-03-01,1691.6
100183,2017-07-05,750.0
100183,2017-10-11,600.0
100705,2018-08-22,922.85
100324,2018-06-11,788.19
100141,2018-08-10,2493.75
100532,2018-06-19,458.85
100138,2018-07-31,2850.0
100942,2018-06-11,3690.0
100408,2018-09-07,71.45
100410,2018-07-26,208.05
100083,2018-07-09,805.0
100590,2018-01-25,2220.54
100521,2017-08-14,820.0
100534,2017-10-24,1899.95
100518,2017-09-19,485.41
100444,2017-11-14,571.14
100367,2018-04-04,519.84
100141,2018-06-04,1995.0
100083,2018-07-06,780.0
100254,2018-06-06,230.76
100076,2018-06-06,2143.36
100408,2017-12-07,351.75
100410,2018-02-15,361.0
100083,2017-12-27,780.0
100444,2018-03-06,443.9
100254,2017-12-27,1245.94
100187,2017-12-20,342.0
100390,2018-12-18,5428.39
100396,2018-12-05,14435.0
100324,2018-12-10,1241.73
100404,2018-11-23,906.56
100404,2018-01-04,3242.4
100187,2017-11-22,273.6
100404,2018-12-03,805.06
100367,2018-12-03,81.7
100166,2018-05-30,188.1
100183,2017-12-13,5040.0
100183,2018-11-22,6920.0
100083,2018-11-30,920.0
100105,2018-12-05,555.92
100723,2018-12-12,60.3
100076,2018-12-05,3104.94
100166,2018-12-10,109.72
100942,2018-12-14,6880.0
100590,2018-09-24,861.17
100183,2018-02-01,3880.0
100521,2018-02-14,582.0
100406,2018-03-07,1264.95
100444,2018-06-04,461.28
100590,2018-09-24,2269.76
100505,2018-06-18,521.69
100297,2018-06-13,453.19
100406,2018-06-20,3611.89
100187,2018-06-29,171.0
100881,2017-09-11,1389.46
100076,2017-08-10,1742.87
100141,2017-09-08,2394.0
100932,2017-11-13,536.37
100406,2017-08-04,3286.06
100509,2018-07-04,487.92
100438,2018-07-24,16638.34
100183,2018-08-06,7480.0
100521,2018-08-17,870.0
100534,2018-10-29,2666.0
100532,2018-08-20,573.84
100723,2018-10-12,83.75
100942,2018-10-15,4730.0
100183,2018-10-02,7080.0
100521,2018-10-02,870.0
100438,2017-07-12,1805.19
100365,2017-08-31,231.6
100367,2018-07-03,649.8
100367,2018-10-30,541.52
100404,2017-09-11,2220.76
100590,2018-01-25,2220.54
100532,2017-10-19,231.64
100083,2017-10-30,920.0
100390,2018-12-18,355.49
100390,2018-12-18,173.06
100932,2017-11-13,536.37
100408,2017-07-11,145.4
100406,2018-04-24,3506.71
100881,2018-06-29,1753.92
100709,2018-06-27,589.0
100105,2017-12-13,555.92
100183,2018-05-03,6960.0
100521,2018-05-16,677.5
100105,2018-05-07,555.92
100723,2018-05-03,111.36
100187,2018-05-25,239.4
100709,2018-06-27,456.0
100404,2018-07-31,1852.65
100723,2018-08-14,62.18
100166,2018-09-10,129.68
100505,2018-10-16,471.82
100509,2018-10-03,651.74
100254,2018-11-07,480.22
100408,2018-11-23,160.77
100509,2018-09-05,841.32
100083,2018-09-17,805.0
100432,2018-11-02,275.0
100187,2018-09-20,256.5
100396,2018-11-07,205.0
100404,2018-02-12,1796.93
100187,2017-10-23,136.8
100367,2017-10-31,519.84
100254,2017-09-01,165.13
100105,2018-06-29,555.92
100723,2018-06-26,77.69
100297,2017-08-11,366.42
100138,2017-10-18,4949.85
100404,2017-08-09,2220.76
100705,2017-07-06,1305.0
100505,2017-07-11,539.53
100532,2017-07-20,369.92
100572,2017-07-27,130.43
100705,2017-07-24,1134.0
100505,2018-04-23,552.38
100932,2018-05-03,652.34
100532,2018-04-23,434.01
100881,2017-11-02,1400.54
100505,2017-11-14,503.69
100396,2017-11-22,8575.0
100138,2018-01-29,1840.62
100408,2017-11-21,332.43
100183,2017-12-13,5120.0
100521,2018-02-14,750.0
100505,2018-01-30,327.32
100396,2018-01-23,7875.0
100141,2018-03-06,1995.0
100406,2018-01-12,2548.71
100532,2018-01-22,540.25
100408,2018-04-03,226.97
100410,2018-02-15,361.0
100083,2017-12-27,805.0
100254,2018-02-02,925.24
100141,2018-11-15,836.0
100105,2018-08-23,555.92
100827,2018-12-06,300.09
100881,2018-11-21,1446.81
100187,2018-10-26,239.4
100518,2018-11-15,307.8
100365,2017-07-18,185.28
100141,2018-03-08,2493.75
100932,2018-05-03,652.33
100532,2018-02-22,456.26
100410,2017-07-24,361.0
100942,2018-04-16,4100.0
100396,2018-03-06,225.0
100076,2017-11-06,1991.9
100141,2017-11-28,1596.0
100723,2017-11-09,94.58
100406,2017-11-10,2567.4
100410,2018-02-15,361.0
100044,2017-10-25,108.3
100083,2017-12-27,780.0
100406,2017-11-10,101.18
100324,2018-07-05,525.46
100394,2018-11-23,157.8
100394,2018-11-23,157.8
100394,2018-11-23,157.8
100394,2018-11-23,157.8
100394,2018-11-23,157.8
100394,2018-11-23,157.8
100394,2018-11-23,157.8
100394,2018-11-23,157.8
100394,2018-11-23,157.8
100394,2018-11-23,157.8
100394,2018-11-23,157.8
100394,2018-11-23,157.8
100394,2018-11-23,157.8
100394,2018-11-23,157.8
100394,2018-11-23,157.8
100394,2018-11-23,157.8
100394,2018-11-23,157.8
100394,2018-11-23,157.8
100394,2018-11-23,157.8
100394,2018-11-23,157.8
100394,2018-11-23,157.8
100394,2018-11-23,157.8
100394,2018-11-23,157.8
100394,2018-11-23,157.8
100297,2018-10-12,401.74
100396,2018-10-05,11220.0
100324,2018-09-04,525.46
100404,2018-03-13,1796.93
100709,2018-04-13,495.79
100404,2018-10-19,820.26
100324,2018-10-26,827.82
100076,2018-12-05,3839.03
100183,2018-11-01,7050.0
100404,2017-08-28,2220.76
100183,2017-10-20,350.0
100404,2017-10-09,2220.76
100881,2018-03-20,660.3
100076,2018-02-06,677.5
100404,2018-01-30,1851.67
100390,2018-02-21,6522.0
100505,2018-02-13,206.03
100396,2018-02-13,8050.0
100408,2018-05-24,178.64
100410,2018-05-17,208.05
100404,2017-07-18,2220.76
100922,2017-11-30,270.0
100367,2018-03-05,598.14
100390,2017-07-03,4397.22
100297,2018-03-09,366.94
100518,2018-12-17,314.64
100505,2018-12-17,414.44
100521,2018-12-19,820.0
100705,2018-12-17,1122.85
100509,2018-12-05,802.36
100532,2018-12-24,207.17
100187,2019-01-04,233.7
100191,2018-12-04,446.97
100367,2018-01-03,807.76
100590,2018-06-07,2475.52
100367,2017-12-01,598.86
100509,2018-06-13,641.75
100520,2018-07-30,843.45
100726,2018-12-13,44646.82
100057,2018-10-30,8263.81
100007,2018-10-16,289.28
100001,2018-12-19,318.26
100304,2018-10-08,427.06
100069,2018-03-15,1144.3
100782,2018-11-26,300.07
100384,2017-10-04,4541.08
100956,2017-09-26,631.76
100268,2017-10-04,417.52
100433,2017-11-22,562.67
100433,2017-11-22,313.48
100520,2017-11-13,830.67
100433,2018-08-08,1743.95
100337,2017-10-13,1893.09
100007,2018-04-17,241.07
100007,2017-10-31,634.42
100671,2017-08-21,791.1
100283,2018-05-11,707.52
100318,2018-12-20,1246.78
100091,2018-12-25,239.4
100283,2017-11-14,353.76
100007,2017-07-31,785.65
100704,2018-08-09,3126.4
100091,2018-08-24,239.4
100001,2018-10-09,325.39
100840,2018-08-07,963.01
100809,2018-09-18,683.05
100327,2018-09-06,173.48
100936,2018-10-04,1802.28
100840,2018-08-29,475.0
100571,2018-09-25,3446.71
100704,2018-09-05,4284.28
100782,2018-08-17,370.87
100936,2018-07-12,1798.69
100007,2018-04-17,226.1
100276,2018-03-13,183.16
100704,2018-12-17,829.54
100704,2018-12-17,130.51
100936,2018-05-31,1904.04
100840,2017-09-22,380.0
100304,2017-11-07,257.21
100354,2017-10-19,1634.86
100433,2017-11-22,1469.51
100936,2018-01-08,420.15
100007,2018-01-30,522.36
100007,2018-01-30,615.46
100007,2018-01-30,607.48
100007,2018-01-30,582.54
100007,2018-01-30,67.64
100007,2018-01-30,57.0
100007,2018-01-30,229.43
100007,2018-01-30,93.96
100936,2018-12-27,1802.28
100936,2017-09-22,950.0
100809,2017-09-26,2072.59
100276,2017-12-21,76.0
100936,2018-02-22,1442.64
100337,2018-05-18,714.3
100337,2018-08-03,174.63
100057,2017-11-02,1286.62
100840,2017-09-22,744.18
100809,2017-11-21,2063.32
100318,2018-01-01,1124.9
100304,2017-12-20,630.5
100118,2018-01-15,1021.6
100276,2018-01-30,2210.39
100571,2018-01-29,3926.86
100069,2018-01-11,1443.69
100163,2018-01-15,1967.45
100037,2018-01-18,633.33
100318,2017-12-05,1174.85
100384,2017-12-04,4572.52
100571,2017-12-27,4865.85
100956,2017-12-05,631.76
100069,2017-12-13,2084.14
100036,2017-12-04,665.0
100208,2017-12-29,2250.3
100551,2017-12-14,6250.0
100551,2018-02-14,267.44
100304,2018-02-12,309.06
100304,2018-04-03,644.49
100936,2018-03-21,347.0
100571,2018-02-26,4519.66
100569,2018-05-09,1132.14
100726,2018-01-23,44772.56
100372,2018-01-25,1748.0
100057,2018-01-25,840.08
100433,2017-11-22,508.82
100936,2018-01-11,1292.33
100007,2017-10-31,555.94
100007,2017-10-31,618.12
100007,2017-10-31,501.08
100840,2018-11-14,884.93
100840,2018-11-29,832.88
100192,2018-04-27,789.8
100840,2018-03-27,475.0
100163,2018-07-06,1546.13
100809,2017-08-01,683.05
100433,2017-11-22,270.65
100809,2018-02-27,546.44
100809,2018-02-27,662.34
100840,2018-02-27,672.31
100936,2017-08-24,950.0
100840,2017-08-25,744.18
100318,2018-07-02,1439.15
100971,2018-11-05,852.92
100784,2018-09-27,1276.8
100576,2018-10-08,683.59
100118,2018-10-18,433.13
100809,2018-04-17,546.44
100809,2018-04-17,215.88
100936,2018-02-08,1439.05
100778,2017-08-22,2208.51
100433,2017-07-05,1516.5
100778,2018-07-19,2884.42
100956,2018-06-05,631.76
100376,2018-05-02,260.5
100376,2018-05-02,278.28
100433,2018-10-22,1744.2
100337,2018-02-16,914.17
100433,2018-04-18,2387.06
100007,2018-10-16,264.34
100936,2018-08-23,1802.28
100704,2018-11-08,6389.15
100778,2017-11-27,2059.11
100384,2017-09-07,5302.83
100671,2017-09-20,649.25
100276,2017-07-10,484.2
100433,2017-11-22,661.05
100433,2017-11-22,68.4
100809,2018-01-22,2674.74
100118,2017-09-06,1009.84
100726,2017-12-05,40742.15
100163,2017-10-16,800.85
100778,2018-07-30,2466.37
100778,2018-04-25,1875.46
100956,2018-02-28,631.76
100994,2018-12-05,2283.76
100551,2018-11-19,9061.2
100571,2017-10-26,2556.35
100069,2017-10-12,863.44
100671,2017-10-19,616.61
100571,2017-08-23,2458.29
100809,2017-08-01,444.75
100671,2017-07-20,659.6
100576,2017-07-10,464.43
100314,2017-07-17,235.05
100177,2017-07-04,2863.63
100268,2017-07-17,319.62
100037,2018-01-18,633.33
100704,2018-05-10,3276.33
100304,2018-06-11,805.75
100576,2018-07-02,549.87
100314,2018-07-16,74.94
100778,2017-10-12,2055.88
100036,2017-07-27,532.0
100372,2017-09-18,655.5
100268,2017-08-14,350.94
100384,2018-05-17,2116.64
100208,2018-05-11,1231.93
100569,2018-06-05,107.73
100671,2018-05-28,540.77
100576,2018-05-14,371.54
100314,2018-06-13,19.7
100809,2017-12-19,161.91
100037,2018-01-18,633.33
100671,2017-12-21,540.77
100576,2017-12-11,371.54
100936,2017-11-16,950.0
100384,2018-12-31,4472.48
100704,2018-12-17,3625.19
100671,2018-12-24,1125.38
100283,2018-01-09,352.25
100971,2018-04-18,594.23
100782,2018-04-23,123.24
100809,2018-03-26,546.44
100417,2018-01-24,1495.3
100936,2017-11-30,950.0
100283,2018-04-11,707.52
100551,2017-12-14,383.54
100283,2017-12-12,437.63
100809,2017-12-19,683.05
100840,2017-12-28,475.0
100809,2018-06-13,2039.71
100318,2018-12-14,1246.78
100551,2018-12-13,7163.32
100304,2018-12-10,657.02
100576,2018-12-07,854.49
100037,2018-11-30,633.33
100001,2018-08-31,394.26
100276,2017-09-19,3435.84
100318,2018-02-16,1279.93
100069,2018-02-15,324.2
100551,2018-02-14,5840.0
100551,2018-06-14,7694.66
100384,2017-08-09,3800.38
100956,2017-08-01,631.76
100551,2017-08-09,6691.5
100576,2017-08-07,371.54
100314,2017-09-07,188.04
100001,2018-05-21,121.6
100671,2018-01-22,540.77
100778,2018-09-18,2518.14
100936,2018-06-15,342.35
100283,2018-10-12,1487.03
100433,2018-08-08,1026.0
100994,2018-12-05,151.62
100704,2018-10-04,2245.67
100069,2018-10-19,270.13
100037,2018-10-25,633.33
100091,2018-10-10,239.4
100778,2018-10-10,3130.64
100520,2018-10-29,262.71
100949,2018-11-08,9004.03
100014,2018-05-02,149.62
100036,2017-10-04,494.0
100208,2017-10-10,2217.42
100037,2017-09-20,633.33
100576,2017-10-23,464.43
100314,2017-11-14,159.76
100956,2017-08-29,631.76
100726,2017-08-03,37819.73
100069,2017-10-12,324.48
100276,2017-09-19,114.0
100569,2018-05-09,221.45
100551,2018-04-11,6110.25
100433,2018-08-08,798.11
100318,2018-06-11,1529.02
100069,2018-06-26,1264.99
100036,2018-06-07,762.28
100372,2018-07-05,437.0
100037,2018-05-17,633.33
100778,2018-05-30,2037.94
100571,2018-05-28,4489.61
100037,2018-04-23,633.33
100782,2018-05-22,322.5
100840,2018-09-20,884.93
100936,2018-09-20,1802.28
100571,2018-08-27,4188.85
100840,2018-07-24,475.0
100007,2018-07-20,244.39
100007,2018-07-20,275.98
100007,2018-07-20,129.68
100036,2018-09-05,665.0
100372,2018-10-11,456.0
100037,2018-10-25,633.33
100576,2018-09-05,809.43
100091,2018-08-24,239.4
100001,2018-10-31,394.26
100283,2018-07-30,1111.85
100283,2018-07-30,93.86
100283,2018-02-12,669.44
100994,2018-12-05,2677.78
100994,2018-12-05,2239.95
100007,2018-10-16,280.96
100007,2018-10-16,277.64
100007,2018-10-16,252.7
100007,2018-10-16,279.3
100809,2018-10-30,2396.87
100936,2018-10-18,1802.28
100840,2018-10-23,387.31
100671,2018-11-07,1406.73
100571,2017-09-18,718.44
100840,2017-08-04,744.18
100936,2017-12-14,950.0
100936,2017-07-27,950.0
100571,2018-06-25,5372.15
100007,2018-07-20,232.75
100704,2018-06-07,3424.73
100782,2018-06-21,253.0
100337,2017-10-27,1611.47
100354,2017-08-29,440.04
100069,2017-08-18,590.66
100746,2018-02-20,7.7
100936,2018-04-05,1790.32
100276,2018-06-29,121.6
100208,2017-07-05,2728.57
100304,2017-07-07,312.49
100726,2017-10-10,37779.45
100314,2017-07-17,205.28
100956,2018-04-02,631.76
100372,2018-05-11,437.0
100208,2018-05-11,2429.06
100037,2018-04-23,633.33
100778,2018-02-19,3220.0
100384,2018-01-15,4033.11
100956,2017-12-25,947.64
100036,2018-01-25,629.28
100208,2017-12-29,2219.93
100551,2018-01-24,7300.0
100576,2017-12-25,613.04
100520,2018-08-27,242.81
100318,2018-10-01,1246.78
100208,2018-10-11,1662.03
100778,2018-11-21,3159.27
100384,2018-02-02,2928.78
100956,2018-01-31,631.76
100163,2018-04-20,1518.34
100057,2018-04-30,1137.17
100036,2018-04-26,1064.0
100576,2018-04-09,464.43
100671,2018-02-20,675.96
100318,2017-11-20,1113.87
100384,2017-11-03,4022.42
100571,2017-11-29,2881.14
100069,2017-11-16,2238.02
100551,2017-11-17,8325.0
100671,2017-11-21,675.96
100576,2017-11-06,371.54
